CANONICAL_SMILES,REFERENCE_ID,NAME,DOI,LINK,ORGANISM,ORGANISM_PART,COCONUT_ID,MOL_FILENAME,STRUCTURAL_COMMENTS,GEO_LOCATION,LOCATION
COC1=C(OC)C=C([C@@H]2CC(=O)C3=CC(CC=C(C)C)=C4OC(C)(C)C=CC4=C3O2)C=C1,607,Leguminosae,10.1055/a-0626-7356,http://www.inflamnat.com/#/main/search/detail?id=607,Leguminosae,,,,,,
CC(C)=CCC1=C2OC(C)(C)C=CC2=C2O[C@H](C3=CC4=C(C=C3)OCO4)CC(=O)C2=C1,608,Leguminosae,10.1055/a-0626-7356,http://www.inflamnat.com/#/main/search/detail?id=608,Leguminosae,,,,,,
COC1=CC=C2C(=O)C[C@@H](C3=CC=C(OC)C(OC)=C3)OC2=C1,609,Leguminosae,10.1055/a-0626-7356,http://www.inflamnat.com/#/main/search/detail?id=609,Leguminosae,,,,,,
COC1=CC(O)=C2C(=O)C[C@@H](C3=CC=CC=C3)OC2=C1,610,Leguminosae,10.1055/a-0626-7356,http://www.inflamnat.com/#/main/search/detail?id=610,Leguminosae,,,,,,
O=C1C[C@@H](C2=CC=C(O)C=C2)OC2=C1C=CC(O)=C2,611,Leguminosae,10.1055/a-0626-7356,http://www.inflamnat.com/#/main/search/detail?id=611,Leguminosae,,,,,,
CC(C)=CCC1=C(O)C=CC2=C1O[C@H](C1=CC=CC=C1)CC2=O,612,Leguminosae,10.1055/a-0626-7356,http://www.inflamnat.com/#/main/search/detail?id=612,Leguminosae,,,,,,
CC(C)=CCC1=C(O)C=CC2=C1OC(C1=CC3=C(C=C1)OCO3)CC2=O,613,Leguminosae,10.1055/a-0626-7356,http://www.inflamnat.com/#/main/search/detail?id=613,Leguminosae,,,,,,
CC(C)=CCC1=CC2=C(O[C@H](C3=CC=CC=C3)CC2=O)C(CC=C(C)C)=C1O,614,Leguminosae,10.1055/a-0626-7356,http://www.inflamnat.com/#/main/search/detail?id=614,Leguminosae,,,,,,
COC1=C(CC=C(C)C)C2=C(C=C1)C(=O)CC(C1=CC=CC=C1)O2,615,Leguminosae,10.1055/a-0626-7356,http://www.inflamnat.com/#/main/search/detail?id=615,Leguminosae,,,,,,
CC(C)=CCC1=C(O)C(CC=C(C)C)=C2OC(C3=CC4=C(C=C3)OCO4)CC(=O)C2=C1,616,Leguminosae,10.1055/a-0626-7356,http://www.inflamnat.com/#/main/search/detail?id=616,Leguminosae,,,,,,
COC1=C2C(=O)C[C@@H](C3=CC=CC=C3)OC2=C2C(=C1)OC(C)(C)[C@H](OC(C)=O)[C@@H]2OC(C)=O,617,Leguminosae,10.1055/a-0626-7356,http://www.inflamnat.com/#/main/search/detail?id=617,Leguminosae,,,,,,
C=C(C)/C=C/C1=C2O[C@H](C3=CC=CC=C3)CC(=O)C2=CC=C1OC,618,Leguminosae,10.1055/a-0626-7356,http://www.inflamnat.com/#/main/search/detail?id=618,Leguminosae,,,,,,
C=CC(C)(C)OC1=CC=C2C(=O)C[C@@H](C3=CC=CC=C3)OC2=C1CC=C(C)C,619,Leguminosae,10.1055/a-0626-7356,http://www.inflamnat.com/#/main/search/detail?id=619,Leguminosae,,,,,,
COC1=CC(=O)C(CC=C(C)C)(CC=C(C)C)C2=C1C(=O)C[C@@H](C1=CC=CC=C1)O2,620,Leguminosae,10.1055/a-0626-7356,http://www.inflamnat.com/#/main/search/detail?id=620,Leguminosae,,,,,,
COC1=CC2=C(C=C1OC)[C@@H]1C(=O)C3=C(O[C@@H]1CO2)C1=C(C=C3)OC(C)(C)C=C1,90,Leguminosae,10.7150/ijbs.17238,http://www.inflamnat.com/#/main/search/detail?id=90,Leguminosae,,,,,,
O=C1C2=C(C=C(O)C=C2O)O[C@H](C2=CC(O)=C(O)C(O)=C2)[C@H]1O,98,Vitaceae,10.1016/j.jff.2017.03.034,http://www.inflamnat.com/#/main/search/detail?id=98,Vitaceae,,,,,,
C=CC(C)(C)C1=C(O)C(O)=C(OC)C(/C=C/C(=O)C2=CC=C(O)C=C2)=C1,107,Leguminosae,10.1016/j.foodchem.2013.03.089,http://www.inflamnat.com/#/main/search/detail?id=107,Leguminosae,,,,,,
COC1=C(/C=C/C(=O)C2=CC=C(O)C=C2)C=CC(O)=C1,108,Leguminosae,10.1016/j.foodchem.2013.03.089,http://www.inflamnat.com/#/main/search/detail?id=108,Leguminosae,,,,,,
COC1=C(CC=C(C)C)C(O)=CC2=C1C=C(C1=C(O)C=C(O)C=C1)C(=O)O2,109,Leguminosae,10.1016/j.foodchem.2013.03.089,http://www.inflamnat.com/#/main/search/detail?id=109,Leguminosae,,,,,,
C=CC(C)(C)C1=C(O)C=C(OC)C(/C=C/C(=O)C2=CC=C(O)C=C2)=C1,110,Leguminosae,10.1016/j.foodchem.2013.03.089,http://www.inflamnat.com/#/main/search/detail?id=110,Leguminosae,,,,,,
COC1=C(/C=C/C(=O)C2=CC=C(O)C=C2)C=CC(O)=C1O,111,Leguminosae,10.1016/j.foodchem.2013.03.089,http://www.inflamnat.com/#/main/search/detail?id=111,Leguminosae,,,,,,
CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](OC(=O)/C=C/C1=CC=CC=C1)C2,35,Hamamelidaceae,10.1055/s-0034-1383361,http://www.inflamnat.com/#/main/search/detail?id=35,Hamamelidaceae,,,,,,
O=C(CCC1=CC=C(O)C(O)=C1)C[C@H](CCC1=CC=C(O)C(O)=C1)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,344,Betulaceae,10.1016/j.phytochem.2011.02.008,http://www.inflamnat.com/#/main/search/detail?id=344,Betulaceae,,,,,,
O=C(CCC1=CC=C(O)C(O)=C1)C[C@H](CCC1=CC=C(O)C=C1)O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O,489,Betulaceae,10.1016/j.phytochem.2011.02.008,http://www.inflamnat.com/#/main/search/detail?id=489,Betulaceae,,,,,,
C=CCC1=CC(C2=CC(CC=C)=C(O)C=C2)=C(O)C=C1,191,Magnoliaceae,10.1002/jor.22577,http://www.inflamnat.com/#/main/search/detail?id=191,Magnoliaceae,,,,,,
CCOC(=O)[C@H]1C(C(=O)O)=CC2=CC(O)=C(O)C=C2[C@@H]1C1=CC=C(O)C(O)=C1,644,Lamiaceae,10.1016/j.phytochem.2018.05.017,http://www.inflamnat.com/#/main/search/detail?id=644,Lamiaceae,,,,,,
CCOC(=O)C1=C(C2=CC=C(O)C(O)=C2)C2=CC(O)=C(O)C=C2C=C1C(=O)O,645,Lamiaceae,10.1016/j.phytochem.2018.05.017,http://www.inflamnat.com/#/main/search/detail?id=645,Lamiaceae,,,,,,
CCOC(=O)C1=CC2=CC(O)=C(O)C=C2C(C2=CC=C(O)C(O)=C2)=C1C(=O)O,646,Lamiaceae,10.1016/j.phytochem.2018.05.017,http://www.inflamnat.com/#/main/search/detail?id=646,Lamiaceae,,,,,,
CCOC(=O)C1=CC2=CC(O)=C(O)C=C2C(C2=CC=C(O)C(O)=C2)=C1,647,Lamiaceae,10.1016/j.phytochem.2018.05.017,http://www.inflamnat.com/#/main/search/detail?id=647,Lamiaceae,,,,,,
O=C(O)C1=CC2=CC(O)=C(O)C=C2C(C2=CC=C(O)C(O)=C2)=C1,648,Lamiaceae,10.1016/j.phytochem.2018.05.017,http://www.inflamnat.com/#/main/search/detail?id=648,Lamiaceae,,,,,,
COC(=O)[C@@H](CC1=CC=C(O)C(O)=C1)OC(=O)C1=CC2=CC(O)=C(O)C=C2C(C2=CC=C(O)C(O)=C2)=C1,649,Lamiaceae,10.1016/j.phytochem.2018.05.017,http://www.inflamnat.com/#/main/search/detail?id=649,Lamiaceae,,,,,,
COC1=C(C)C(OC)=CC([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3C2=CC(OC)=C(O)C(OC)=C2)=C1,650,Lamiaceae,10.1016/j.phytochem.2018.05.017,http://www.inflamnat.com/#/main/search/detail?id=650,Lamiaceae,,,,,,
CC(=O)O[C@]12CO[C@H](C3=CC=C4OCOC4=C3)[C@H]1CO[C@@H]2C1=CC=C2OCOC2=C1,651,Lamiaceae,10.1016/j.phytochem.2018.05.017,http://www.inflamnat.com/#/main/search/detail?id=651,Lamiaceae,,,,,,
CC(C)C1=CC[C@]2(C)C(C1)[C@@](C)(OC(=O)/C=C/C1=CC=CC=C1)[C@H](O)C[C@H]2O,194,Asteraceae,10.1016/j.bmc.2015.07.002,http://www.inflamnat.com/#/main/search/detail?id=194,Asteraceae,,,,,,
C=CCC1=CC=C(O)C(C2=C(O)C=CC(CC=C)=C2)=C1,240,Magnoliaceae,10.1016/j.jep.2012.10.051,http://www.inflamnat.com/#/main/search/detail?id=240,Magnoliaceae,,,,,,
COC1=CC2=C(C(OC)=C1OC)C1=C(C=C3OCOC3=C1OC)C[C@H](C)[C@H](C)C2OC,249,Schisandraceae,10.1515/znb-2010-0201,http://www.inflamnat.com/#/main/search/detail?id=249,Schisandraceae,,,,,,
C=CCC1=CC=C(O)C(C2=CC(CC=C)=C(OC)C=C2)=C1,250,Magnoliaceae ,10.1016/j.cbi.2009.03.014,http://www.inflamnat.com/#/main/search/detail?id=250,Magnoliaceae ,,,,,,
CC(C)=CCC1=C(O)C=C(C2=CC3=C(C=C(O)C=C3)O2)C=C1O,254, Moraceae,10.3390/ijms17081199,http://www.inflamnat.com/#/main/search/detail?id=254, Moraceae,,,,,,
C=CCC1=CC=C(OC2=CC(CC=C)=CC(O)=C2O)C=C1,290,Magnoliaceae,10.1111/j.1476-5381.2010.00659.x,http://www.inflamnat.com/#/main/search/detail?id=290,Magnoliaceae,,,,,,
COC1=C(O)C=CC([C@H]2OC[C@H]3[C@@H]2CO[C@H]3C2=CC(OC)=C(OC)C=C2)=C1,313,Oleaceae,10.1039/c7ra06302d,http://www.inflamnat.com/#/main/search/detail?id=313,Oleaceae,,,,,,
O=C1OC[C@H](CC2=CC3=C(C=C2)OCO3)/C1=C\C1=CC2=C(C=C1)OCO2,357,Dalbergieae,10.1248/bpb.24.167,http://www.inflamnat.com/#/main/search/detail?id=357,Dalbergieae,,,,,,
O=C1O[C@@H](O)[C@H](CC2=CC=C3OCOC3=C2)/C1=C\C1=CC2=C(C=C1)OCO2,358,Dalbergieae,10.1248/bpb.24.167,http://www.inflamnat.com/#/main/search/detail?id=358,Dalbergieae,,,,,,
O=C1OCC2=CC3=CC4=C(C=C3C(C3=CC5=C(C=C3)OCO5)=C12)OCO4,359,Araliaceae,10.1002/ptr.1220,http://www.inflamnat.com/#/main/search/detail?id=359,Araliaceae,,,,,,
COC1=C(OC)C=C(CC2COC(=O)C2CC2=CC3=C(C=C2)OCO3)C=C1,360,Araliaceae,10.1002/ptr.1220,http://www.inflamnat.com/#/main/search/detail?id=360,Araliaceae,,,,,,
COC1=CC2=C(C(OC)=C1OC)C1=C(C=C3OCOC3=C1OC)C[C@H](C)[C@](C)(O)[C@H]2OC(=O)C1=CC=CC=C1,361,Schisandraceae,10.1007/s10753-009-9166-7,http://www.inflamnat.com/#/main/search/detail?id=361,Schisandraceae,,,,,,
COC1=C(OC)C=C([C@@H]2[C@H](C)[C@@H](C)[C@H]2C2=CC(OC)=C(OC)C=C2OC)C(OC)=C1,422,Araceae,10.1016/j.bmcl.2012.08.016,http://www.inflamnat.com/#/main/search/detail?id=422,Araceae,,,,,,
COC1=C(O)C=CC([C@H](O)[C@@H](CO)OC2=C(OC)C=C(CCCO)C=C2OC)=C1,423,Araceae,10.1016/j.bmcl.2012.08.016,http://www.inflamnat.com/#/main/search/detail?id=423,Araceae,,,,,,
COC1=C(O)C=CC(/C=C/C(=O)NCCC2=CC=C(O)C=C2)=C1,424,Araceae,10.1016/j.bmcl.2012.08.016,http://www.inflamnat.com/#/main/search/detail?id=424,Araceae,,,,,,
COC1=C(O)C=CC(/C=C\C(=O)NCCC2=CC=C(O)C=C2)=C1,425,Araceae,10.1016/j.bmcl.2012.08.016,http://www.inflamnat.com/#/main/search/detail?id=425,Araceae,,,,,,
COC1=CC=C([C@@H](O)[C@H]2C(=O)OC[C@@H]2[C@H](O)C2=CC=C3COCC3=C2)C=C1OC,481,Geraniaceae,10.1016/j.niox.2006.10.006,http://www.inflamnat.com/#/main/search/detail?id=481,Geraniaceae,,,,,,
COC1=CC([C@H]2OC3=CC(CCCO)=CC=C3O[C@H]2CO)=CC=C1O,652,Lamiaceae,10.1016/j.phytochem.2018.05.017,http://www.inflamnat.com/#/main/search/detail?id=652,Lamiaceae,,,,,,
COC(=O)C[C@H](OC(=O)/C=C/C1=CC=C(O)C(O)=C1)C1=CC=C(O)C(O)=C1,653,Lamiaceae,10.1016/j.phytochem.2018.05.017,http://www.inflamnat.com/#/main/search/detail?id=653,Lamiaceae,,,,,,
COC1=CC(C(=O)[C@@H](CO)C2=CC=C(O)C(OC)=C2)=CC=C1O,654,Lamiaceae,10.1016/j.phytochem.2018.05.017,http://www.inflamnat.com/#/main/search/detail?id=654,Lamiaceae,,,,,,
C=CCC1=CC2=C(OCO2)C(OC)=C1OC,103,Piperaceae,10.3109/13880209.2011.575793,http://www.inflamnat.com/#/main/search/detail?id=103,Piperaceae,,,,,,
C/C=C(/COC(=O)/C(C)=C/C)C(=O)OC/C=C/C1=CC(OC)=C(OC)C=C1,311,Umbelliferae,10.1055/s-2004-832616,http://www.inflamnat.com/#/main/search/detail?id=311,Umbelliferae,,,,,,
C=CC(CCOC(=O)/C(=C\C)COC(=O)/C(C)=C/C)C1=CC(OC)=C(OC)C(OC)=C1,312,Umbelliferae,10.1055/s-2004-832616,http://www.inflamnat.com/#/main/search/detail?id=312,Umbelliferae,,,,,,
O=C(/C=C/C1=CC(O)=C(O)C=C1)O[C@@H](C(=O)O)[C@@H](OC(=O)/C=C/C1=CC(O)=C(O)C=C1)C(=O)O,59,Compositae,10.1016/j.ejphar.2011.04.007,http://www.inflamnat.com/#/main/search/detail?id=59,Compositae,,,,,,
O=C(/C=C/C1=CC(O)=C(O)C=C1)O[C@H](CC1=CC(O)=C(O)C=C1)C(=O)O,350,Lamiaceae,10.1038/srep46252,http://www.inflamnat.com/#/main/search/detail?id=350,Lamiaceae,,,,,,
OC/C=C/C1=CC(/C=C/[C@]23CCC(CO)=C[C@H]2C2=CC(/C=C/CO)=CC=C2C[C@H]3O)=C(O)C=C1,526,Rutaceae,10.1021/acs.jnatprod.7b00518,http://www.inflamnat.com/#/main/search/detail?id=526,Rutaceae,,,,,,
C=C(C)[C@@H]1C[C@H](C(=C(C)C)C2=C3OC(=O)C=CC3=CC=C2OC)O[C@@H]1C1=C(OC)C=CC2=C1OC(=O)C=C2,527,Rutaceae,10.1021/acs.jnatprod.7b00518,http://www.inflamnat.com/#/main/search/detail?id=527,Rutaceae,,,,,,
C=C(C)[C@H](O)[C@H](CC(C)(O)/C=C/C1=C2OC(=O)C=CC2=CC=C1OC)C1=C(OC)C=CC2=C1OC(=O)C=C2,528,Rutaceae,10.1021/acs.jnatprod.7b00518,http://www.inflamnat.com/#/main/search/detail?id=528,Rutaceae,,,,,,
C=CCC1=CC=C(O)C(OC)=C1,124,Widely distributed in plant,10.1016/j.intimp.2015.03.026,http://www.inflamnat.com/#/main/search/detail?id=124,Widely distributed in plant,,,,,,
COC1=C(O)C=CC(/C=C\CO)=C1,426,Araceae,10.1016/j.bmcl.2012.08.016,http://www.inflamnat.com/#/main/search/detail?id=426,Araceae,,,,,,
O=C(CCO)C1=CC=C(O)C=C1,427,Acoraceae,10.1016/j.bmcl.2012.08.016,http://www.inflamnat.com/#/main/search/detail?id=427,Acoraceae,,,,,,
COC1=CC(/C=C/C(=O)O[C@H]2[C@H](O)[C@@H](CO)O[C@@]2(CO)O[C@H]2O[C@H](COC(=O)C3=CC=C(O)C=C3)[C@@H](O)[C@H](O)[C@H]2O)=CC(OC)=C1O,599,Polygalaceae,10.1080/00207411.2020.1816114,http://www.inflamnat.com/#/main/search/detail?id=599,Polygalaceae,,,,,,
O=C(/C=C/C1=CC(O)=C(O)C=C1)O/C=C\C1=CC(O)=C(O)C=C1,284,Widely distributed in plant,10.1002/ptr.5828,http://www.inflamnat.com/#/main/search/detail?id=284,Widely distributed in plant,,,,,,
COC1=C(O)C=CC(/C=C/C(=O)CC(=O)/C=C/C2=CC=C(O)C(OC)=C2)=C1,75,Zingiberaceae,10.1248/bpb.34.226,http://www.inflamnat.com/#/main/search/detail?id=75,Zingiberaceae,,,,,,
OC1=CC=C([C@H]2O[C@@H](C3=CC=C(O)C=C3)[C@@H]3C4=C5C(=CC(O)=C4)OC4=CC(O)=CC(=C45)[C@@H]32)C=C1,446,Vitaceae,10.3390/molecules22071195,http://www.inflamnat.com/#/main/search/detail?id=446,Vitaceae,,,,,,
C=C(CCO)C(=O)OCC1=CC=C(C=O)O1,133,Polygalaceae,10.1038/srep14715,http://www.inflamnat.com/#/main/search/detail?id=133,Polygalaceae,,,,,,
C/C=C/C#CC#C/C=C/C1=CC=CO1,12,Compositae,10.4196/kjpp.2017.21.1.1,http://www.inflamnat.com/#/main/search/detail?id=12,Compositae,,,,,,
CCC/C=C1\OC(=O)C2=C1CC[C@H]1[C@H]3C=C4C(=O)O/C(=C\CCC)[C@@]4(CC3)[C@@H]21,99,Umbelliferae,10.1016/j.fitote.2013.08.013,http://www.inflamnat.com/#/main/search/detail?id=99,Umbelliferae,,,,,,
CCCC[C@@H]1OC(=O)C2=CC(=O)CC[C@@]21O,100,Umbelliferae,10.1016/j.fitote.2013.08.013,http://www.inflamnat.com/#/main/search/detail?id=100,Umbelliferae,,,,,,
CCCCC(=O)[C@@]12CC[C@@H](C=C1C(=O)OC)[C@H](CCC)[C@]21OC(=O)C2=C1C=CC=C2,101,Umbelliferae,10.1016/j.fitote.2013.08.013,http://www.inflamnat.com/#/main/search/detail?id=101,Umbelliferae,,,,,,
CCC/C=C1\OC(=O)C2=C[C@H]3CC[C@]21[C@]1(OC(=O)C2=C1CCC=C2)[C@@H]3CCC,102,Umbelliferae,10.1016/j.fitote.2013.08.013,http://www.inflamnat.com/#/main/search/detail?id=102,Umbelliferae,,,,,,
CC(C)=C[C@@H](O)C1=C[C@@H](O)[C@@H]2O[C@@H]2C1=O,305,Fungi,10.1016/j.intimp.2007.01.001,http://www.inflamnat.com/#/main/search/detail?id=305,Fungi,,,,,,
C/C=C/C(=O)C1=C(C)OC(=O)C=C1OC,342,Marine fungi,10.1155/2014/767061,http://www.inflamnat.com/#/main/search/detail?id=342,Marine fungi,,,,,,
CC(=O)OC[C@H](CC1=CC=CC=C1)NC(=O)C(CC1=CC=CC=C1)NC(=O)C1=CC=CC=C1,55,Marine fungi,10.1016/j.intimp.2014.10.006,http://www.inflamnat.com/#/main/search/detail?id=55,Marine fungi,,,,,,
CC[C@H](C)[C@H](NC(=O)[C@H]([C@@H](C)CC)N(C)C(C)=O)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1)[C@@H](C)O,13,Bacteria,10.1073/pnas.96.18.10403,http://www.inflamnat.com/#/main/search/detail?id=13,Bacteria,,,,,,
N=C(N)NCCCC(N)C(=O)NCC(=O)NC(CC(=O)O)C(=O)O,551,Leguminosae,10.1016/j.phytol.2018.07.008,http://www.inflamnat.com/#/main/search/detail?id=551,Leguminosae,,,,,,
CC(C)[C@@H]1OC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC2=CC=CC=C2)NC1=O,494,Marine fungi,10.1016/j.cbi.2015.11.024,http://www.inflamnat.com/#/main/search/detail?id=494,Marine fungi,,,,,,
NC(N)=NCCC[C@@H]1NC(=O)/C(=C/C2=CNC3=C2C=CC(Br)=C3)NC1=O,22,Marine,10.3390/md11072655,http://www.inflamnat.com/#/main/search/detail?id=22,Marine,,,,,,
CCC[C@@H](CC[C@@H](C)[C@@H]1OC(=O)[C@H](C)NC(=O)[C@H]([C@@H](C)CCO)N(C)C(=O)[C@]2(C)CSC(=N2)[C@H](C)NC(=O)C1(C)C)OC,172,Marine,10.1021/ja010015c,http://www.inflamnat.com/#/main/search/detail?id=172,Marine,,,,,,
CC1=CC(O)=C2C(=O)C3=C(C=CC=C3O)C(=O)C2=C1,58,Polygonaceae,10.1080/08923973.2017.1344988,http://www.inflamnat.com/#/main/search/detail?id=58,Polygonaceae,,,,,,
CC1=C([C@@H](C)[C@@H](C)OC=O)C(=O)C2=C(C1=O)[C@H]1O[C@@H](C)[C@H](C)C3=C(C)C(O)=CC(=C31)O2,188,Marine fungi,10.1007/s12272-017-0890-5,http://www.inflamnat.com/#/main/search/detail?id=188,Marine fungi,,,,,,
COC1=CC2=C(C(=O)C3=C(O)C=C(C)C=C3C2=O)C(O)=C1,321,Polygonaceae,10.1016/j.ejps.2012.10.027,http://www.inflamnat.com/#/main/search/detail?id=321,Polygonaceae,,,,,,
O=C(O)C1=CC(O)=C2C(=O)C3=C(C=CC=C3O)C(=O)C2=C1,347,Polygonaceae,10.1016/j.freeradbiomed.2014.04.001,http://www.inflamnat.com/#/main/search/detail?id=347,Polygonaceae,,,,,,
O=C1C2=C(C(=O)C3=C(O)C=C(CO)C=C13)C(O)=CC=C2,490,Polygonaceae,10.1021/acs.jnatprod.7b00799.s009,http://www.inflamnat.com/#/main/search/detail?id=490,Polygonaceae,,,,,,
COC1=C(CC=C(C)C)C2=C(C=C1O)OC1=C(C(O)=C(CC=C(C)C)C(O)=C1)C2=O,492,Guttiferae,10.1016/j.fct.2007.09.096,http://www.inflamnat.com/#/main/search/detail?id=492,Guttiferae,,,,,,
CC(C)=CCC1=C(O)C=C2OC3=CC(O)=C(O)C(CC=C(C)C)=C3C(=O)C2=C1O,493,Guttiferae,10.1016/j.fct.2007.09.096,http://www.inflamnat.com/#/main/search/detail?id=493,Guttiferae,,,,,,
CC1=CC(O)=C2C(=O)C3=C(C=C(O)C=C3O)C(=O)C2=C1,113,Rhamnaceae,10.1016/j.intimp.2016.02.014,http://www.inflamnat.com/#/main/search/detail?id=113,Rhamnaceae,,,,,,
CO[C@@H]1CC(=O)C2=C3C(=CC=C2)O[C@]24O[C@@]31OC1=C2C(=C(O)C=C1)[C@@H](O)[C@H]1O[C@H]14,49,Loganiaceae ,10.1016/j.bmcl.2016.08.019,http://www.inflamnat.com/#/main/search/detail?id=49,Loganiaceae ,,,,,,
OC1=CC=CC2=C1[C@H](O)[C@@H]1O[C@@H]1C21OC2=CC=CC3=CC=CC(=C23)O1,50,Loganiaceae ,10.1016/j.bmcl.2016.08.019,http://www.inflamnat.com/#/main/search/detail?id=50,Loganiaceae ,,,,,,
OC1=CC=CC2=C1[C@@H](O)[C@H]1O[C@H]1C21OC2=CC=CC3=CC=CC(=C23)O1,51,Loganiaceae ,10.1016/j.bmcl.2016.08.019,http://www.inflamnat.com/#/main/search/detail?id=51,Loganiaceae ,,,,,,
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,236,Fungi,10.1590/s0100-879x2011007500001,http://www.inflamnat.com/#/main/search/detail?id=236,Fungi,,,,,,
CC1(C)CCC2=C(O1)C1=C(C=CC=C1)C(=O)C2=O,31,Bignoniaceae,10.1016/j.intimp.2006.12.006,http://www.inflamnat.com/#/main/search/detail?id=31,Bignoniaceae,,,,,,
COC1=CC(=O)C2=C(C1=O)C1=C(O)C=C(OC)C=C1C=C2,93,Orchidaceae,10.1097/shk.0b013e3181f0e9a8,http://www.inflamnat.com/#/main/search/detail?id=93,Orchidaceae,,,,,,
O=C1C=CC(=O)C2=C(O)C=CC=C12,207,Juglandaceae,10.1016/j.bbrc.2015.04.124,http://www.inflamnat.com/#/main/search/detail?id=207,Juglandaceae,,,,,,
COC1=CC([C@@H]2OC3=C(C4=C(C=C3)C3=C(OC)C=C(O)C=C3CC4)[C@H]2COC(C)=O)=CC(O)=C1,512,Orchidaceae,10.1016/j.fitote.2018.02.007,http://www.inflamnat.com/#/main/search/detail?id=512,Orchidaceae,,,,,,
COC1=CC([C@@H]2OC3=C(C4=C(C=C3)C3=C(OC)C=C(O)C=C3CC4)[C@H]2CO)=CC=C1O,513,Orchidaceae,10.1016/j.fitote.2018.02.007,http://www.inflamnat.com/#/main/search/detail?id=513,Orchidaceae,,,,,,
COC1=C2C(=CC(O)=C1CC1=CC=C(O)C=C1)CCC1=C2C=CC(O)=C1,514,Orchidaceae,10.1016/j.fitote.2018.02.007,http://www.inflamnat.com/#/main/search/detail?id=514,Orchidaceae,,,,,,
COC1=CC(O)=CC2=C1C1=C(C=C(O)C=C1)CC2,515,Orchidaceae,10.1016/j.fitote.2018.02.007,http://www.inflamnat.com/#/main/search/detail?id=515,Orchidaceae,,,,,,
COC1=C2C(=CC(O)=C1)C=CC1=C2C=CC(O)=C1,516,Orchidaceae,10.1016/j.fitote.2018.02.007,http://www.inflamnat.com/#/main/search/detail?id=516,Orchidaceae,,,,,,
COC1=C(O)C=C2C=CC3=C(C=CC(O)=C3)C2=C1OC,517,Orchidaceae,10.1016/j.fitote.2018.02.007,http://www.inflamnat.com/#/main/search/detail?id=517,Orchidaceae,,,,,,
CC1(C)OC2=CC(CC3=C(C4=CC=C(O)C=C4)C(=O)NC3=O)=CC=C2C[C@@H]1O,523,Fungi,10.1016/j.fitote.2018.10.011,http://www.inflamnat.com/#/main/search/detail?id=523,Fungi,,,,,,
COC(=O)[C@]1(CC2=CC=C(CC=C(C)C)C(O)=C2)OC(=O)C(O)=C1C1=CC=C(O)C=C1,524,Fungi,10.1016/j.fitote.2018.10.011,http://www.inflamnat.com/#/main/search/detail?id=524,Fungi,,,,,,
CC(C)(O)[C@H]1CC2=CC=C(CC3=C(C4=CC=C(O)C=C4)C(=O)NC3=O)C=C2O1,525,Fungi,10.1016/j.fitote.2018.10.011,http://www.inflamnat.com/#/main/search/detail?id=525,Fungi,,,,,,
COC1=C(C/C=C(\C)C[C@H](O)C=C(C)C)C(O)=C2COC(=O)C2=C1,119,Fungi,10.3109/08923973.2014.947036,http://www.inflamnat.com/#/main/search/detail?id=119,Fungi,,,,,,
CCCCC/C=C/C/C=C\CCCCCCCC(=O)OCC1=CC(OC)=C(C/C=C(\C)CC(=O)C=C(C)C)C(O)=C1C=O,179,Fungi,10.3109/08923973.2014.947036,http://www.inflamnat.com/#/main/search/detail?id=179,Fungi,,,,,,
CC(C)=CCC1=C(O)C=CC(CC(=O)CC2=CC=C(O)C=C2)=C1,591,Fungi,10.1016/j.fitote.2018.08.021,http://www.inflamnat.com/#/main/search/detail?id=591,Fungi,,,,,,
CO[C@@H]1OC(=O)C(C2=CC=C(O)C=C2)C1CC1=CC2=C(C=C1)OC(C)(C)C(O)C2,592,Fungi,10.1016/j.fitote.2018.08.021,http://www.inflamnat.com/#/main/search/detail?id=592,Fungi,,,,,,
COC1=CC=C(C2C(=O)O[C@@H](OC)C2CC2=CC3=C(C=C2)OC(C)(C)C(O)C3)C=C1,593,Fungi,10.1016/j.fitote.2018.08.021,http://www.inflamnat.com/#/main/search/detail?id=593,Fungi,,,,,,
CO[C@@H]1OC(=O)C(C2=CC=C(O)C=C2)C1CC1=CC2=C(C=C1)OC(C(C)(C)O)C2,595,Fungi,10.1016/j.fitote.2018.08.021,http://www.inflamnat.com/#/main/search/detail?id=595,Fungi,,,,,,
CCCC[C@@H](C)/C=C(C)/C=C(\C)C(=O)NC1=C[C@@](O)(/C=C/C=C/C=C/C(=O)NC2=C(O)CCC2=O)[C@@H]2O[C@@H]2C1=O,34,Bacteria,10.1016/j.imlet.2015.11.010,http://www.inflamnat.com/#/main/search/detail?id=34,Bacteria,,,,,,
